# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 999, i.e. number of multipoles equal to 998
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:lens[1]-lens[1]        3:lens[1]-lens[2]        4:lens[2]-lens[2]    
  783       5.732241641763e-17       1.566120554753e-16       6.920323794494e-16 
  784       5.704717030176e-17       1.559120125644e-16       6.891827305163e-16 
  785       5.677348910434e-17       1.552157705172e-16       6.863479350206e-16 
  786       5.650136632658e-17       1.545233142407e-16       6.835279357763e-16 
  787       5.623079523945e-17       1.538346280779e-16       6.807226733637e-16 
  788       5.596176888274e-17       1.531496958054e-16       6.779320861204e-16 
  789       5.569428006411e-17       1.524685006314e-16       6.751561101322e-16 
  790       5.542832135812e-17       1.517910251929e-16       6.723946792230e-16 
  791       5.516388510530e-17       1.511172515539e-16       6.696477249461e-16 
  792       5.490096341119e-17       1.504471612024e-16       6.669151765748e-16 
  793       5.463954814542e-17       1.497807350488e-16       6.641969610929e-16 
  794       5.437963094072e-17       1.491179534229e-16       6.614930031853e-16 
  795       5.412120319198e-17       1.484587960720e-16       6.588032252291e-16 
  796       5.386425605532e-17       1.478032421583e-16       6.561275472837e-16 
  797       5.360878044712e-17       1.471512702567e-16       6.534658870818e-16 
  798       5.335476704310e-17       1.465028583525e-16       6.508181600202e-16 
  799       5.310220627733e-17       1.458579838388e-16       6.481842791502e-16 
  800       5.285108834129e-17       1.452166235144e-16       6.455641551682e-16 
  801       5.260140318297e-17       1.445787535815e-16       6.429576964069e-16 
  802       5.235314050585e-17       1.439443496431e-16       6.403648088252e-16 
  803       5.210628976798e-17       1.433133867009e-16       6.377853959996e-16 
  804       5.186084018106e-17       1.426858391528e-16       6.352193591143e-16 
  805       5.161678070943e-17       1.420616807907e-16       6.326665969524e-16 
  806       5.137410006918e-17       1.414408847980e-16       6.301270058861e-16 
  807       5.113278672717e-17       1.408234237474e-16       6.276004798675e-16 
  808       5.089282890007e-17       1.402092695985e-16       6.250869104197e-16 
  809       5.065421455344e-17       1.395983936954e-16       6.225861866266e-16 
  810       5.041693140076e-17       1.389907667646e-16       6.200981951245e-16 
  811       5.018096690248e-17       1.383863589121e-16       6.176228200921e-16 
  812       4.994630826511e-17       1.377851396219e-16       6.151599432416e-16 
  813       4.971294244019e-17       1.371870777528e-16       6.127094438091e-16 
  814       4.948085612342e-17       1.365921415367e-16       6.102711985453e-16 
  815       4.925003575367e-17       1.360002985759e-16       6.078450817064e-16 
  816       4.902046751205e-17       1.354115158410e-16       6.054309650444e-16 
  817       4.879213907175e-17       1.348257639175e-16       6.030287345391e-16 
  818       4.856504488393e-17       1.342430298351e-16       6.006383409384e-16 
  819       4.833918098435e-17       1.336633044631e-16       5.982597501021e-16 
  820       4.811454325054e-17       1.330865782802e-16       5.958929263366e-16 
  821       4.789112740112e-17       1.325128413732e-16       5.935378323882e-16 
  822       4.766892899517e-17       1.319420834353e-16       5.911944294372e-16 
  823       4.744794343159e-17       1.313742937642e-16       5.888626770912e-16 
  824       4.722816594851e-17       1.308094612612e-16       5.865425333791e-16 
  825       4.700959162259e-17       1.302475744290e-16       5.842339547445e-16 
  826       4.679221536843e-17       1.296886213704e-16       5.819368960397e-16 
  827       4.657603193791e-17       1.291325897867e-16       5.796513105191e-16 
  828       4.636103591957e-17       1.285794669760e-16       5.773771498328e-16 
  829       4.614722173798e-17       1.280292398319e-16       5.751143640208e-16 
  830       4.593458365308e-17       1.274818948416e-16       5.728629015061e-16 
  831       4.572311575957e-17       1.269374180845e-16       5.706227090885e-16 
  832       4.551281198626e-17       1.263957952306e-16       5.683937319386e-16 
  833       4.530366609545e-17       1.258570115389e-16       5.661759135912e-16 
  834       4.509567168226e-17       1.253210518558e-16       5.639691959390e-16 
  835       4.488882217405e-17       1.247879006135e-16       5.617735192262e-16 
  836       4.468311082974e-17       1.242575418287e-16       5.595888220424e-16 
  837       4.447853073919e-17       1.237299591005e-16       5.574150413163e-16 
  838       4.427507482257e-17       1.232051356093e-16       5.552521123091e-16 
  839       4.407273582972e-17       1.226830541150e-16       5.530999686081e-16 
  840       4.387150633950e-17       1.221636969554e-16       5.509585421211e-16 
  841       4.367137875918e-17       1.216470460448e-16       5.488277630691e-16 
  842       4.347234532380e-17       1.211330828720e-16       5.467075599807e-16 
  843       4.327439809553e-17       1.206217884995e-16       5.445978596856e-16 
  844       4.307752896303e-17       1.201131435610e-16       5.424985873079e-16 
  845       4.288172964081e-17       1.196071282605e-16       5.404096662603e-16 
  846       4.268699166862e-17       1.191037223705e-16       5.383310182376e-16 
  847       4.249330641078e-17       1.186029052302e-16       5.362625632102e-16 
  848       4.230066505559e-17       1.181046557444e-16       5.342042194181e-16 
  849       4.210905861465e-17       1.176089523814e-16       5.321559033641e-16 
  850       4.191847792225e-17       1.171157731719e-16       5.301175298080e-16 
  851       4.172891363473e-17       1.166250957070e-16       5.280890117601e-16 
  852       4.154035622985e-17       1.161368971370e-16       5.260702604746e-16 
  853       4.135279600612e-17       1.156511541695e-16       5.240611854436e-16 
  854       4.116622308224e-17       1.151678430679e-16       5.220616943908e-16 
  855       4.098062739638e-17       1.146869396500e-16       5.200716932648e-16 
  856       4.079599991991e-17       1.142084222487e-16       5.180910979325e-16 
  857       4.061233632234e-17       1.137322806523e-16       5.161198694879e-16 
  858       4.042963336758e-17       1.132585073134e-16       5.141579795326e-16 
  859       4.024788770490e-17       1.127870943996e-16       5.122053985270e-16 
  860       4.006709586846e-17       1.123180337919e-16       5.102620957854e-16 
  861       3.988725427689e-17       1.118513170840e-16       5.083280394719e-16 
  862       3.970835923284e-17       1.113869355811e-16       5.064031965960e-16 
  863       3.953040692258e-17       1.109248802986e-16       5.044875330082e-16 
  864       3.935339341549e-17       1.104651419615e-16       5.025810133953e-16 
  865       3.917731466372e-17       1.100077110026e-16       5.006836012764e-16 
  866       3.900216650167e-17       1.095525775621e-16       4.987952589982e-16 
  867       3.882794464559e-17       1.090997314861e-16       4.969159477308e-16 
  868       3.865464469317e-17       1.086491623256e-16       4.950456274632e-16 
  869       3.848226212303e-17       1.082008593354e-16       4.931842569987e-16 
  870       3.831079229436e-17       1.077548114730e-16       4.913317939508e-16 
  871       3.814023044643e-17       1.073110073977e-16       4.894881947387e-16 
  872       3.797057169821e-17       1.068694354691e-16       4.876534145828e-16 
  873       3.780181104785e-17       1.064300837465e-16       4.858274075003e-16 
  874       3.763394337234e-17       1.059929399872e-16       4.840101263009e-16 
  875       3.746696342698e-17       1.055579916460e-16       4.822015225823e-16 
  876       3.730086584503e-17       1.051252258739e-16       4.804015467258e-16 
  877       3.713564513721e-17       1.046946295167e-16       4.786101478919e-16 
  878       3.697129569129e-17       1.042661891145e-16       4.768272740160e-16 
  879       3.680781177165e-17       1.038398909001e-16       4.750528718037e-16 
  880       3.664518751885e-17       1.034157207980e-16       4.732868867268e-16 
  881       3.648341694918e-17       1.029936644235e-16       4.715292630185e-16 
  882       3.632249395423e-17       1.025737070816e-16       4.697799436693e-16 
  883       3.616241230046e-17       1.021558337655e-16       4.680388704222e-16 
  884       3.600316562876e-17       1.017400291562e-16       4.663059837690e-16 
  885       3.584474745400e-17       1.013262776206e-16       4.645812229449e-16 
  886       3.568715116461e-17       1.009145632112e-16       4.628645259250e-16 
  887       3.553037002215e-17       1.005048696643e-16       4.611558294194e-16 
  888       3.537439716085e-17       1.000971803995e-16       4.594550688689e-16 
  889       3.521922558719e-17       9.969147851814e-17       4.577621784406e-16 
  890       3.506484817945e-17       9.928774680250e-17       4.560770910235e-16 
  891       3.491125768730e-17       9.888596771461e-17       4.543997382241e-16 
  892       3.475844673134e-17       9.848612339512e-17       4.527300503620e-16 
  893       3.460640780266e-17       9.808819566228e-17       4.510679564653e-16 
  894       3.445513326243e-17       9.769216601077e-17       4.494133842666e-16 
  895       3.430461633647e-17       9.729801806917e-17       4.477662699935e-16 
  896       3.415485411775e-17       9.690574501823e-17       4.461265879263e-16 
  897       3.400584461204e-17       9.651534229142e-17       4.444943213134e-16 
  898       3.385758574697e-17       9.612680512666e-17       4.428694526178e-16 
  899       3.371007537179e-17       9.574012856561e-17       4.412519635132e-16 
  900       3.356331125708e-17       9.535530745294e-17       4.396418348816e-16 
  901       3.341729109441e-17       9.497233643560e-17       4.380390468100e-16 
  902       3.327201249614e-17       9.459120996209e-17       4.364435785878e-16 
  903       3.312747299505e-17       9.421192228175e-17       4.348554087037e-16 
  904       3.298367004409e-17       9.383446744402e-17       4.332745148427e-16 
  905       3.284060101612e-17       9.345883929772e-17       4.317008738832e-16 
  906       3.269826320354e-17       9.308503149031e-17       4.301344618941e-16 
  907       3.255665381810e-17       9.271303746720e-17       4.285752541317e-16 
  908       3.241576999055e-17       9.234285047098e-17       4.270232250372e-16 
  909       3.227560877036e-17       9.197446354072e-17       4.254783482332e-16 
  910       3.213616712545e-17       9.160786951124e-17       4.239405965208e-16 
  911       3.199744194189e-17       9.124306101239e-17       4.224099418773e-16 
  912       3.185943002364e-17       9.088003046830e-17       4.208863554526e-16 
  913       3.172212809219e-17       9.051877009668e-17       4.193698075663e-16 
  914       3.158553278638e-17       9.015927190809e-17       4.178602677051e-16 
  915       3.144964066200e-17       8.980152770520e-17       4.163577045197e-16 
  916       3.131444819159e-17       8.944552908206e-17       4.148620858219e-16 
  917       3.117995176412e-17       8.909126742342e-17       4.133733785813e-16 
  918       3.104614768467e-17       8.873873390393e-17       4.118915489228e-16 
  919       3.091303217421e-17       8.838791948750e-17       4.104165621238e-16 
  920       3.078060136926e-17       8.803881492649e-17       4.089483826104e-16 
  921       3.064885132162e-17       8.769141076103e-17       4.074869739556e-16 
  922       3.051777799808e-17       8.734569731831e-17       4.060322988752e-16 
  923       3.038737728013e-17       8.700166471180e-17       4.045843192260e-16 
  924       3.025764496368e-17       8.665930284058e-17       4.031429960019e-16 
  925       3.012857675878e-17       8.631860138857e-17       4.017082893315e-16 
  926       3.000016828931e-17       8.597954982382e-17       4.002801584749e-16 
  927       2.987241509270e-17       8.564213739782e-17       3.988585618210e-16 
  928       2.974531261965e-17       8.530635314470e-17       3.974434568843e-16 
  929       2.961885623384e-17       8.497218588056e-17       3.960348003023e-16 
  930       2.949304121165e-17       8.463962420274e-17       3.946325478319e-16 
  931       2.936786274184e-17       8.430865648907e-17       3.932366543474e-16 
  932       2.924331592531e-17       8.397927089716e-17       3.918470738366e-16 
  933       2.911939577477e-17       8.365145536367e-17       3.904637593986e-16 
  934       2.899609744581e-17       8.332519814217e-17       3.890866652678e-16 
  935       2.887341693449e-17       8.300048942742e-17       3.877157529277e-16 
  936       2.875135039008e-17       8.267731975503e-17       3.863509850872e-16 
  937       2.862989388446e-17       8.235567946456e-17       3.849923236589e-16 
  938       2.850904341186e-17       8.203555869884e-17       3.836397297564e-16 
  939       2.838879488860e-17       8.171694740331e-17       3.822931636920e-16 
  940       2.826914415287e-17       8.139983532540e-17       3.809525849737e-16 
  941       2.815008696442e-17       8.108421201386e-17       3.796179523027e-16 
  942       2.803161900436e-17       8.077006681812e-17       3.782892235706e-16 
  943       2.791373587485e-17       8.045738888759e-17       3.769663558568e-16 
  944       2.779643309888e-17       8.014616717109e-17       3.756493054261e-16 
  945       2.767970612001e-17       7.983639041613e-17       3.743380277255e-16 
  946       2.756355030211e-17       7.952804716829e-17       3.730324773821e-16 
  947       2.744796092910e-17       7.922112577054e-17       3.717326081998e-16 
  948       2.733293320469e-17       7.891561436265e-17       3.704383731574e-16 
  949       2.721846225214e-17       7.861150088045e-17       3.691497244052e-16 
  950       2.710454311400e-17       7.830877305525e-17       3.678666132629e-16 
  951       2.699117075184e-17       7.800741841316e-17       3.665889902166e-16 
  952       2.687834004602e-17       7.770742427443e-17       3.653168049162e-16 
  953       2.676604579540e-17       7.740877775282e-17       3.640500061730e-16 
  954       2.665428271713e-17       7.711146575492e-17       3.627885419565e-16 
  955       2.654304544632e-17       7.681547497953e-17       3.615323593922e-16 
  956       2.643232853589e-17       7.652079191698e-17       3.602814047588e-16 
  957       2.632212645622e-17       7.622740284851e-17       3.590356234855e-16 
  958       2.621243359494e-17       7.593529384557e-17       3.577949601493e-16 
  959       2.610324425666e-17       7.564445076921e-17       3.565593584725e-16 
  960       2.599455266273e-17       7.535485926942e-17       3.553287613198e-16 
  961       2.588635295095e-17       7.506650478447e-17       3.541031106958e-16 
  962       2.577863917537e-17       7.477937254024e-17       3.528823477424e-16 
  963       2.567140530597e-17       7.449344754962e-17       3.516664127358e-16 
  964       2.556464522846e-17       7.420871461181e-17       3.504552450842e-16 
  965       2.545835274400e-17       7.392515831168e-17       3.492487833251e-16 
  966       2.535252156891e-17       7.364276301913e-17       3.480469651225e-16 
  967       2.524714533450e-17       7.336151288843e-17       3.468497272640e-16 
  968       2.514221758672e-17       7.308139185755e-17       3.456570056587e-16 
  969       2.503773178597e-17       7.280238364757e-17       3.444687353342e-16 
  970       2.493368130682e-17       7.252447176193e-17       3.432848504339e-16 
  971       2.483005943775e-17       7.224763948588e-17       3.421052842145e-16 
  972       2.472685938089e-17       7.197186988575e-17       3.409299690431e-16 
  973       2.462407735506e-17       7.169715371977e-17       3.397588687284e-16 
  974       2.452172195630e-17       7.142351330180e-17       3.385920760506e-16 
  975       2.441980493729e-17       7.115097899448e-17       3.374297166899e-16 
  976       2.431833811702e-17       7.087958133066e-17       3.362719170273e-16 
  977       2.421733338088e-17       7.060935101372e-17       3.351188041460e-16 
  978       2.411680268082e-17       7.034031891795e-17       3.339705058327e-16 
  979       2.401675803545e-17       7.007251608885e-17       3.328271505790e-16 
  980       2.391721153025e-17       6.980597374354e-17       3.316888675831e-16 
  981       2.381817531762e-17       6.954072327105e-17       3.305557867508e-16 
  982       2.371966161709e-17       6.927679623274e-17       3.294280386974e-16 
  983       2.362168271543e-17       6.901422436258e-17       3.283057547489e-16 
  984       2.352425096676e-17       6.875303956753e-17       3.271890669434e-16 
  985       2.342737879273e-17       6.849327392790e-17       3.260781080324e-16 
  986       2.333107868263e-17       6.823495969768e-17       3.249730114827e-16 
  987       2.323536319355e-17       6.797812930493e-17       3.238739114773e-16 
  988       2.314024495048e-17       6.772281535204e-17       3.227809429172e-16 
  989       2.304573664651e-17       6.746905061620e-17       3.216942414225e-16 
  990       2.295185104288e-17       6.721686804966e-17       3.206139433343e-16 
  991       2.285860096921e-17       6.696630078009e-17       3.195401857155e-16 
  992       2.276599932356e-17       6.671738211098e-17       3.184731063530e-16 
  993       2.267405907261e-17       6.647014552195e-17       3.174128437582e-16 
  994       2.258279325179e-17       6.622462466910e-17       3.163595371694e-16 
  995       2.249221496542e-17       6.598085338536e-17       3.153133265525e-16 
  996       2.240233738682e-17       6.573886568088e-17       3.142743526027e-16 
  997       2.231317375850e-17       6.549869574330e-17       3.132427567461e-16 
  998       2.222473739224e-17       6.526037793820e-17       3.122186811408e-16 
  999       2.213704166925e-17       6.502394680934e-17       3.112022686785e-16 
